47.11 49.05 42.15 62.15 50.4 60.68 51.95 49.17 51.99 53.38 52.63 55.43 48.33 62.35 47.43 46.8 57.1 49.72 59.81 53.19 55.01 48.55 52.67 56.18 41.17 50.04 58.75 55.22 49.66 36.39
46.37 56.65 56.26 43.19 45.24 50.6 54.83 40.18 51.7 41.37 43.93 45.08 48.59 41.1 46.48 43.52 59.14 48.74 55.12 44.69 51.11 47.56 55.41 54.6 42.84 57.16 46.41 58.87 41.68 56.68
54.22 48.69 52.33 41.75 53.45 52.53 49.29 52.58 48.89 58.45 49.17 43.68 39.76 56.15 41.96 52.89 57.27 51.68 50.14 48.36 49.91 51.45 48.97 50.88 51.75 58.88 50.94 46.75 58.61 48.99
45.69 52.64 46.56 54.13 46.47 52.96 46.8 46.36 54.34 45.28 46.54 57.54 43.06 55.37 44.59 48.56 43.68 54.02 44.4 46.65 45.44 55.25 39.52 43.24 42.94 48.54 49.9 48.66 54.54 46.5
52.96 49.35 49.73 43.08 44.41 47.06 49.85 54.66 48.24 40.98 55.54 47.51 57.11 47.35 49.53 52.6 59.07 52.41 53.18 48.83 44.66 49.78 50.87 51.04 49.14 40.84 41.99 44.84 52.45 54.6
46.36 47.05 50.51 44.25 47.07 43.43 47.76 58.01 46.13 51.21 51.23 56.82 47.97 42.14 52.59 49.75 42.82 48.14 39.17 44.12 52.55 44.67 51.27 51.53 45.81 50.38 48.45 42.73 52.24 44.75
49.29 47.07 56.04 53.55 58.93 47.21 44.58 51.99 53.8 46.81 51.71 48.45 43.4 45.35 47.18 38.69 44.08 51.71 43.91 51.37 55.83 49.18 58.52 54.73 46.53 50.38 55.1 52.29 51.77 52.18
43.9 46.73 48.81 50.26 39.71 57.9 49.79 54.62 56.33 51.27 49.25 45.03 50.84 46.13 50.6 52.32 48.68 42.21 46.07 47.24 51.18 52.92 49.61 45.28 53.34 52.92 59.14 52.78 47.02 53.78
53.28 47.05 53.12 57.55 57.55 55.8 52.17 51.38 44.82 52.76 46.73 56.49 48.75 43.61 54.51 47.71 48.71 57.47 52.06 44.52 49.35 49.47 40.89 53.09 57.43 41.52 56.17 49.68 47.63 40.6
46.32 51.05 37.81 44.53 53.74 56.17 55.99 50.56 57.76 49.84 45.22 44 48.44 55.92 42.26 42.06 53.16 51.2 49.33 53.34 51.99 47.91 43.84 58.45 51.42 53.56 53.53 55.55 52.92 64
56.83 48.7 60.64 45.92 53.2 40.36 61.02 45.43 55.99 54.88 39.89 55.1 45.42 53.81 52.83 47.45 40.98 49.7 56.11 56.29 60.2 57.95 52.05 41.78 48.01 51.77 47.4 54.08 50.2 47.72
40.9 50.28 52.57 51.17 42.48 53.99 60.97 54.28 46.31 58.75 45.34 52.14 45.61 47.36 54.87 54.45 45.72 54.37 50.9 41.25 46.05 52.03 48.99 62.44 47.23 49.31 53.02 51.58 44.8 51.24
50.37 53.57 45.51 48.93 50.29 49.34 47.5 49.27 53.19 53.81 44.28 53.23 53.97 47.94 58.42 45.92 50.2 47.54 54.63 56.72 43.8 41.02 47.91 47.75 48.62 56.84 52.25 51.28 53.31 48.93
41.66 49.65 58.01 42.54 48.56 48.1 50.63 45.22 53.94 47.99 51.47 55.25 53.09 52.05 46.7 47.61 44.15 51.14 51.44 52.38 41.16 53.13 42.76 48.22 53.38 55.54 49.5 54.11 49.45 48.96
46.65 46.43 46.43 59.09 48.81 59.37 48.02 54.97 54.63 54.45 50.65 45.97 49.96 53.04 51.02 58.28 51.75 50.42 49.17 43.03 54.19 48.82 54.74 43.17 47.21 55.44 57.07 48.37 54.91 43.71
53.56 48.48 43.53 47.17 48.81 47.76 53.25 55.18 49.74 53.76 47.18 47.42 47.41 50.02 49.94 46.93 50.9 52.7 49.16 48.32 44.52 49.25 61.13 48 48.98 49.47 39.37 52.71 37.99 48.76
54.9 51.74 53.7 50.97 46.09 52.36 50.22 51.69 49.03 55.46 50.39 41.41 49.98 51.49 45.69 41.12 57.54 56.46 42.21 43.77 40.16 45.75 47.51 47.49 40.24 46.29 45.5 59.04 49.71 56
54.13 54.67 45.12 56.79 51.82 53.7 48.33 55.5 44.52 47.24 48.36 56.53 52.19 47.75 49.97 42.9 52.91 50.61 51.43 51.55 55.61 52.83 48.86 57.88 55.26 43.65 41.39 53.4 42.6 54.01
54.1 51.58 51.11 51.74 47.78 59.57 46.84 44.08 48.66 47.79 40.12 55.26 45.03 53.92 53.18 55.42 39.57 45.36 53.55 46.04 47.55 50.71 55.08 51.44 51.41 52.99 53.63 39.62 42.74 50.26
44.08 41.81 45.28 42.02 41.35 48.01 58.18 52.98 55.21 54.2 45.98 50.66 50.13 55.72 52.53 49.32 56.64 52.13 62.97 46.01 46.76 54.39 44.95 44.22 55.56 47.45 52.66 50.7 49.42 42.9
48.58 43.59 54.95 50.41 52.48 54.35 48.41 51.85 56.18 51.16 49.46 46.22 51.36 51.9 49.57 52.61 40.63 46.35 60.5 41.07 52.14 41.75 42.76 47.72 52.67 50.03 69.23 55.25 51.85 48.26
52.84 48.19 50.37 42.17 53.42 47.55 46.56 54.32 60.1 57 47.88 50.02 46.45 49.14 57.86 46.48 53.56 54.65 45.1 40.59 54.35 59.15 46.09 52.71 60.04 52.29 52.45 45.78 59.85 45.3
48.57 40.27 41.53 51.62 49.5 54.72 46.26 50.92 48.74 42.76 50.5 46.17 53.36 50.92 52.75 46.44 53.23 48.52 48.41 55.69 56.53 55.59 46.8 49.43 53.42 55.08 49.53 48 52.01 48.02
47.14 50.64 45.55 59.81 48.55 59.18 44.25 51.43 52.93 50.83 46.4 48.98 53.23 47.7 49.66 54.87 50.42 49.89 48.1 46.77 50.66 40.52 54.1 44.29 43.43 51.69 47.91 56.98 50.74 50.61
51.17 45.94 46.92 46.28 47.68 52.2 48.88 56.76 49.17 55.08 47.12 53.01 54.61 48.79 48.61 49.52 51.13 46.77 51.43 45.47 44.88 49.51 48.53 47.16 53.89 50.3 44.93 45.95 54.96 54.92
51.99 49.52 57.24 47.63 45.38 53.72 58.26 55.12 52.86 47.78 50.99 48.54 51.12 54.39 47.91 50.43 50.36 48.08 49.65 56.64 50.11 54.2 47.95 57.26 51.24 49.55 50.21 52.3 56.61 54.26
59.14 47.3 62.65 54.84 47.68 53.01 42.19 46.62 51.82 52.46 43.05 47.18 46 50.94 54.02 45.3 50.23 43.76 39.61 51.07 49.79 54.99 54.62 42.09 39.4 42.61 48.77 49.91 62.72 47.21
47.84 46.31 52.37 40.76 49.55 44.63 46.43 46.39 48.79 50.61 52.04 56.07 44.93 50.74 51.1 44.91 55.74 51.53 48.08 49.88 51.41 49.37 45.62 52.9 47.65 58.99 55.48 48.17 45.95 57.36
51.22 45.91 46.64 51.89 47.74 51.95 43.52 51.95 43.53 49.08 39.73 49.87 44.93 54.96 47.66 48.63 43.76 45.35 53.98 42.39 59.75 50.5 46.42 57 53.55 56.13 51.93 50.34 42.01 45.9
50.47 46.52 55.35 48.43 48.65 43.51 51.03 45.95 49.16 58.4 52.43 50.29 54.43 46.92 54.04 54.99 48.72 48.82 52.36 52.83 51.75 42.39 46.08 37.31 52.95 52.36 54.39 55.18 50.52 50.9
53.98 48.13 44.21 52.11 50.94 45.15 54.05 57.88 46.99 52.25 53.16 47.95 49.4 51.63 49.03 43.07 53.83 46.34 49.24 47.2 44.46 52.57 51.54 51.74 59.14 56.06 49.81 46.37 56.6 46.49
57.03 53.75 37.27 51.73 50.37 46.19 53.22 49.09 48.52 50.24 45.94 57.78 40.47 49.82 48.73 51.8 56.83 43.23 62.54 54.17 51.92 56.88 55.89 48.03 51.84 45.38 44.77 50.21 51.95 52.99
50.13 53.76 60.8 49.36 49.55 49.39 48.56 49.91 45.42 51.63 40.08 54.48 50.3 56.16 53.38 48.81 50.1 53.58 59.52 49.97 54.37 50.54 47.69 54.36 52.72 49.08 46.46 52.3 48.92 45.34
53.39 45.72 47.28 51.92 50.33 51.09 51.83 52.93 49.82 44.94 50.21 41.61 56.17 50.18 45.48 45.82 44.83 52.12 48.82 51.47 55.85 52.5 49.49 45.46 45.96 43.27 49.8 50.12 50.83 46.55
49.01 53.57 44.89 47.77 47.42 47.47 51.24 58.77 52.63 51.48 47.13 49.29 53.6 54.64 50.87 58.34 52.39 53.03 37.57 47.26 53.34 55.55 40.77 53.46 53.91 40.56 49.91 52.29 55.96 55.33
49.02 50.88 44.12 47.49 52.12 48.56 48.89 51.66 48.98 54.05 44.78 46.5 51.36 40.8 53.38 48.74 49.93 49.54 48.77 55.04 41.53 59.58 50.93 51.99 54.02 49.16 45.84 51.22 55.79 58.14
52.67 54.22 51.65 47.69 48.52 44.51 48.64 39.3 49.35 57.6 53.99 54.9 44.16 53.24 50.31 47.36 49.87 46.06 55.27 48.27 59.87 44.48 39.61 56.88 47.23 53.07 55.61 54.45 44.65 49.93
50.87 54.08 54.6 50.91 44.05 44.14 53.34 56.13 51.94 54.62 49.18 53.54 49.94 45.34 51.19 48.74 45.38 53.85 51.22 52.63 45.66 44.19 44.95 48.11 62.4 48.48 42.36 59.99 48.46 47.48
47.11 51.36 52.37 50.14 45.81 48.1 40.93 50.8 55.39 47.4 50.17 48.43 51.46 47.76 43.89 52.05 50.01 48.68 55.56 55.38 49.99 53.59 49.66 46.73 50.81 54.3 58.98 45.31 48.59 43.26
54.9 41.72 47.75 41.58 52.87 40.77 52.67 47.85 56.29 43.21 41.99 55.24 42.59 54.45 53.59 48.58 44.88 50.99 50.58 48.11 53.08 52.96 49.79 41.24 60.43 57.89 57.1 59.02 46.48 46.36
47.51 45.98 46.18 57.25 47.97 55.24 41.54 53.61 55.2 42.21 51.02 43.16 35.39 50.9 43.45 44.15 51.25 40.47 45.27 47.68 52.21 53.75 43.28 42.96 39.42 53.52 57.33 47.01 40.52 37.19
42.65 46.24 46.16 48.6 46.44 49.7 46.5 45.44 47.46 46.97 55.22 46.21 44.79 49.23 53.92 39.91 46.56 42.95 47.96 61.88 50.39 40.91 50.26 53.75 53.32 40.81 44.55 39.14 48.14 45.05
55.1 50.31 57.03 51.62 43.7 49.26 49.83 47.31 52.62 52.25 50.9 50.72 52.68 50.53 48.75 51.98 48.13 44.36 52.78 43.57 50.23 43.12 33.97 51.88 52.28 54.93 50.95 46.56 55.04 53.92
57.93 52.94 47.97 50.61 40.77 55 51.85 50.06 48.92 47.13 51.08 50.61 42.4 45.41 46.44 51.45 40.74 59.07 53.8 45.76 48.44 48.8 56.22 53.91 54.3 59.2 53.68 55.49 48.73 52.13
46.76 43.2 61.25 60.36 47.3 44.56 48.26 51.66 46.43 50.6 50.25 48.3 51.76 49.98 47.67 61.23 46.34 48.78 38.32 58.89 44.74 51.99 52.39 48.59 37.64 55.87 52.93 52.12 37.09 50.88
57.65 49.34 47.02 53.37 52.27 47.29 44.75 58.39 53.74 45.99 48.75 54.58 53 54.86 44.7 50.88 54.44 52.99 46.64 53.33 48.49 64.05 54.09 48.87 57.28 42.81 50.52 53.98 51.51 50.79
39.3 49.47 55.28 53.51 47.32 51.15 49.47 49.64 53.2 44.94 47.07 45.2 55.12 44.58 44.44 47.05 40.23 45.43 41.52 48.16 52.1 47.3 48.31 50.76 43.57 49.78 44.97 57.68 45.37 58.16
51.99 42.8 48.06 57.48 53.86 55.33 46.78 48.69 50.71 56.67 54.82 50.43 48.51 56.65 52.15 51.75 55.79 47.67 62.57 49.31 48.68 41.11 50.23 54.23 52.4 55.13 52.17 48.36 48.3 45.08
52.7 51.98 55.75 45.91 49.07 48.32 48.97 57.3 47.64 53.18 50.22 52.32 47.96 46.73 49.84 54.93 47.65 49.13 52.81 48.65 46.68 41.1 47.23 53.12 47.41 52.17 43.66 52.71 55.39 42.92
57.16 40.65 43.82 51.3 55.51 43.65 52.22 48.02 51.16 51.28 49.51 44.12 47.96 52.7 49.05 58.08 49.12 47.1 51.73 40.18 57.82 48.04 53.88 51.17 44.99 55.28 51.94 48.05 51.65 56.96
55.47 56.01 46.32 49.97 50.15 52.18 52.52 50.38 51.79 42.34 45.63 57.19 42.6 51.34 60.25 51.67 58.72 46.24 46.37 50.67 51.02 54.18 45.91 63.1 58.09 54.57 46.87 55.01 45.93 51.23
56.52 45.67 48 48.34 52.63 55.04 46.6 47 57.88 48.89 49.44 51.41 49.11 52.63 44.7 54.94 51.2 52.14 50.33 46.54 46.26 47.57 49.49 54.5 50.55 41.6 46.74 50.77 48.09 44.69
48.25 54.05 57.5 46.69 47.52 36.58 56.08 45.73 54.73 53.53 44.57 51.62 56.1 46.29 42.83 53.99 46.42 46.89 42.07 45.21 54.56 53.07 48.06 48.12 46.97 45.12 54.7 49.88 55.91 52.86
57.43 44.21 49.8 51.87 47.73 51.99 40.42 53.67 50.91 52.06 57.38 52.56 43 48.95 54.9 40.82 47.58 51.64 63.42 46.24 49.6 59.28 57.01 52.04 39.82 42.72 47.67 44.73 54.9 44.77
53.89 47.99 50.4 44.42 50.06 55.73 49.17 52.23 50.9 44.83 49.95 51.33 52.39 53.94 54.62 40.69 54.41 55.13 45.14 52.71 49.38 50.42 49.12 46.47 54.74 49.46 55.49 47.87 52.83 51.96
44.49 47.1 61.04 44.73 55.66 57.82 54.18 47.81 56.29 52.03 49.45 49.4 51.03 54.52 47.83 53.87 55.42 56.78 46.59 45.96 46.65 50.11 46.19 48.56 52.21 58.13 57.95 50.79 51.23 54.27
51.73 47.38 45.76 50.38 51.14 45.88 56.57 45.74 53.59 53.51 47.79 47.83 54.25 47.92 51.59 45.85 53 47.87 42.31 44.77 54.13 59.57 48.68 47.6 53.19 48.89 49.82 46.02 39.41 54.31
54.23 53.33 49.81 54.71 42.1 47.7 37.14 47.56 50.26 38.93 47.51 50.64 50.68 49.28 48.71 47.58 41.43 47.44 45.47 56.24 51.6 50.14 43.77 50.58 56.16 48.65 52.97 51.75 55.57 49.9
58.93 49.35 56.87 40.52 51.6 52.44 53.4 52.55 50.46 41.45 49.77 57.51 54.06 57.7 47.21 51.52 51.44 46.35 36.79 58.46 51.74 47.68 46.86 53.55 45.52 47.9 54.93 55.12 49.84 48.59
51.58 48.31 46.35 43.94 53.41 39.16 49.02 53.56 52.29 46.54 56.5 59.71 44.78 51.71 44.07 46.46 46.37 52.74 53.97 47.52 59.68 45.09 41.23 46.93 60.57 46.81 51.75 46.59 53.03 53.8
44.64 51.38 51.82 52.12 43.51 49.81 50.22 44.11 52.32 49.07 45.54 48.28 50.42 53.52 51.37 61.2 44.2 48.74 37.33 47.8 45.64 47.61 47.96 47.66 59.57 54.03 38 42.69 47.75 53.5
47.56 46.66 50.42 43.87 60.16 50.62 42.76 51.81 44.16 48.63 44.04 50.03 52.36 52.74 46.07 49.3 51.44 42.39 47.07 55.62 44.87 50.23 47.02 51.14 43.36 39.89 43.59 52.13 51.74 45.9
53.75 55.98 50.02 45.67 48.48 53.38 48.81 46.04 48.13 52.5 54.21 59.06 53.75 43.57 49.83 51.24 63.73 41.11 54.1 48.16 50.23 51.11 49.75 52.05 51.06 54.66 53.67 53.12 44.29 49.27
61.94 52.87 57.93 57.1 57.06 48.49 62.91 53.49 48.37 39.45 54 47.84 51.42 45.96 56.2 54.94 49.73 53.39 52.48 45.86 47.99 53.18 53.42 46.67 42.62 53.91 52.71 48.21 44.21 46.05
47.47 40.18 55.55 46.28 44.08 40.58 54.7 42.02 47.33 48.27 49.16 46.77 56.41 53.16 46.05 48.4 42.4 49.03 49.79 61.21 53.17 44.47 46.8 53.39 55.64 52.66 59.97 50.69 50.08 43.17
53.5 39.99 55.39 53.31 46.6 50.65 51.86 46.12 47.61 61.91 51.24 49.59 49.43 42.04 52.84 60.72 52.34 50.52 49.82 46.48 60.93 48.25 53.88 61.35 48.62 54.54 49.41 48.4 48.74 46.17
42.45 51.2 48.14 52.33 47.88 53.41 53.39 43.71 51.31 47.8 57.62 41.6 48.71 48.85 53.75 54.3 44.95 53.07 51.35 47.69 53.33 48.7 50.06 55.96 55.52 59.77 55.42 49.69 54.36 45.45
52.68 52.5 49.99 47.22 56.16 63.38 44.13 53.49 51.78 53.87 47.8 46.73 56.21 52.48 49.97 50.52 45.76 47.09 45.68 49.77 53.2 53.89 51.45 53.3 51.58 46.75 41.2 42.25 51.13 42.93
42.05 57.38 49.57 49.03 56.7 42.17 55.2 53.41 49.24 48.6 50.5 45.83 53.51 58.9 38.23 42.07 47.81 49.51 54.37 51.6 41.98 50.68 55.8 46.55 55.71 53.97 54.7 43.53 59.9 38.29
54.02 49.19 48.97 45.66 53.17 52.56 45.35 59.01 46.05 44.12 53.92 49.97 48.32 51.11 51.15 53.3 46.99 53.16 47.55 54.73 44.21 56.12 44.3 59.62 49.86 52.24 44.69 54.18 53.79 42.99
48.57 46.85 50.81 46.73 56.54 55.86 46.9 48.86 52.53 44.81 56.94 52.18 59.56 54.15 45.57 55.74 52.63 48.13 47.71 53.42 53.79 46.49 44.54 47.42 59.14 67.45 52.41 47.61 37.88 55.8
53.16 43.25 46.21 51.6 44.92 52.56 52.32 44.48 50.49 52.33 44.7 50.55 35.19 45.26 49.87 48.16 60.95 50.38 46.36 45.75 52.24 47.51 45.72 51.51 52.78 49.54 51.82 54.77 40.02 53.44
54.3 46.94 54.54 46.92 47.89 49.92 52.79 51.39 50.56 47.98 50 48.96 57.19 56.69 48.91 55.65 34.29 47.26 54.94 55.63 50.23 44.56 42.83 47.4 51.44 45.43 44.71 54.06 52.16 51.69
48.15 46.39 50.09 45.88 51.3 56.61 48.1 53.63 47.9 54.66 51.11 53.28 53.55 49.91 51 49.61 43.99 44.35 50.13 52.87 48.49 51.74 53.61 55.14 54.48 48.88 49.69 53 47.35 55.78
44.03 47.69 51.81 49.6 52.35 41.18 50.35 50.89 39.44 38.82 52.84 54.89 46.58 52.15 46.09 49.02 46.51 55.23 47.6 48.51 59.54 51.25 56.4 43.97 51.31 51.97 54.66 46.22 44.7 48.53
47.93 49 39.15 65.59 52.89 39.92 42.86 51.99 49.62 52.21 49.03 43.72 61.94 44.95 61.37 49.73 60.81 57.11 57.22 46.62 50.85 47.93 44.35 58.96 49.22 42.35 58.61 47.73 56.6 57.09
47.38 47.95 48.46 49.38 59.68 58.24 48.97 47.15 53.02 52.79 50.56 63.08 54.37 52.19 52.79 50.6 52.64 49.04 50.34 50.6 53.82 50.3 60.06 55.74 45.44 45.89 46.74 49.86 46.74 43.03
